Codigo especie,familia,Species,Name,Synonim,UICN,Endemismo,Migracion
UTPL_A0530,Accipitridae,Parabuteo unicinctus,Harris� Hawk,null,LC,null,null
UTPL_A0531,Rallidae,Pardirallus maculatus,Spotted Rail,null,null,null,null
UTPL_A0532,Rallidae,Pardirallus sanguinolentus,Plumbeous Rail,null,null,null,null
UTPL_A0533,Parulidae,Parkesia noveboracensis,Northern Waterthrush,Seiurus noveboracensis,null,null,null
UTPL_A0534,Passeridae,Passer domesticus,House Sparrow,null,null,null,null
UTPL_A0535,Columbidae,Patagioenas cayennensis,Pale-vented Pigeon,Columba cayannensis,null,null,null
UTPL_A0536,Columbidae,Patagioenas fasciata,Band-tailed Pigeon,Columba fasciata,LC,null,null
UTPL_A0537,Columbidae,Patagioenas goodsoni,Dusky Pigeon,Columba goodsoni,null,B-Ch,null
UTPL_A0538,Columbidae,Patagioenas oenops,Peruvian Pigeon,null,VU,RM,null
UTPL_A0539,Columbidae,Patagioenas plumbea,Plumbeous Pigeon,null,LC,null,null
UTPL_A0540,Columbidae,Patagioenas speciosa,Scaled Pigeon,Columba speciosa,null,null,null
UTPL_A0541,Columbidae,Patagioenas subvinacea,Ruddy Pigeon,Columba subvinacea,VU,null,null
UTPL_A0542,Trochilidae,Patagona gigas,Giant Hummingbird,null,LC,null,null
UTPL_A0543,Pelecanidae,Pelecanus occidentalis,Brown Pelican,null,LC,null,null
UTPL_A0544,Pelecanidae,Pelecanus thagus,Peruvian Pelican,null,null,null,DP
UTPL_A0545,Cracidae,Penelope albipennis,White-winged guan ,null,null,null,null
UTPL_A0546,Cracidae,Penelope barbata,Bearded Guan,null,VU,LVI,null
UTPL_A0547,Cracidae,Penelope purpurascens,Crested Guan,null,LC,null,null
UTPL_A0549,Hirundinidae,Petrochelidon rufocollaris,Chestnut-collared Swallow,null,LC,BT,null
UTPL_A0551,Tyrannidae,Phaeomyias murina,Mouse-colored Tyrannulet,null,LC,BT ssp,null
UTPL_A0552,Phaethontidae,Phaethon aethereus,Red-billed Tropicbird,null,null,null,null
UTPL_A0553,Trochilidae,Phaethoris griseogularis,Gray-chinned Hermit,null,null,null,null
UTPL_A0555,Trochilidae,Phaethornis longirostris,Long-billed Hermit,null,LC,BT,null
UTPL_A0556,Trochilidae,Phaethornis striigularis,Stripe-throated Hermit,null,LC,null,null
UTPL_A0557,Trochilidae,Phaethornis syrmatophorus,Tawny-bellied Hermit,null,LC,null,null
UTPL_A0558,Trochilidae,Phaethornis yaruqui,White-whiskered Hermit,null,LC,B-Ch,null
UTPL_A0559,Phalacrocoracidae,Phalacrocorax bougainvillii,Guanay cormorant,null,null,null,DP - D
UTPL_A0560,Phalacrocoracidae,Phalacrocorax brasilianus,Neotropic Cormorant,null,LC,null,null
UTPL_A0561,Phalacrocoracidae,Phalacrocorax gaimardi,Red-legged Cormorant,null,NT,null,null
UTPL_A0562,Scolopacidae,Phalaropus fulicarius,Red Phalarope,null,null,null,MB - P
UTPL_A0563,Scolopacidae,Phalaropus lobatus,Red-necked Phalarope,null,null,null,MB
UTPL_A0564,Scolopacidae,Phalaropus tricolor,Wilson�s Phalarope,Steganopus tricolor ,null,null,MB
UTPL_A0565,Falconidae,Phalcoboenus megalopterus,Mountain Caracara,null,LC,null,null
UTPL_A0566,Trogonidae,Pharomachrus antisianus,Crested Quetzal,null,LC,null,null
UTPL_A0567,Trogonidae,Pharomachrus auriceps,Golden-headed Quetzal,null,LC,null,null
UTPL_A0568,Cardinalidae,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,LC,null,null
UTPL_A0569,Cardinalidae,Pheucticus ludovicianus,Rose-breasted Grosbeak,null,null,null,MB
UTPL_A0570,Troglodytidae,Pheugopedius euophrys,Plain-tailed Wren,Thryothorus euophrys,null,null,null
UTPL_A0571,Troglodytidae,Pheugopedius mystacalis,Whiskered Wren,Thryothorus mystacalis�,LC,null,null
UTPL_A0572,Troglodytidae,Pheugopedius sclateri,Speckle-breasted Wren,Thryothorus sclateri,null,BT - RM,null
UTPL_A0573,Furnariidae,Philydor fuscipenne,Slaty-winged Foliage-gleaner,null,LC,null,null
UTPL_A0574,Furnariidae,Philydor rufum,Buff-fronted Foliage-gleaner,null,LC,null,null
UTPL_A0575,Diomedeidae,Phoebastria irrorata,Waved Albatross,null,null,null,null
UTPL_A0576,Phoenicopteridae,Phoenicopterus chilensis,Chilean Flamingo,null,NT,null,DP
UTPL_A0577,Thraupidae,Phrygilus alaudinus,Band-tailed Sierra-Finch,null,LC,null,null
UTPL_A0578,Thraupidae,Phrygilus plebejus,Ash-breasted Sierra-Finch,null,LC,null,null
UTPL_A0579,Thraupidae,Phrygilus unicolor,Plumbeous Sierra-Finch,null,LC,null,null
UTPL_A0580,Tyrannidae,Phyllomyias cinereiceps,Ashy-headed Tyrannulet,null,LC,null,null
UTPL_A0581,Tyrannidae,Phyllomyias griseiceps,Sooty-headed Tyrannulet,null,LC,null,null
UTPL_A0582,Tyrannidae,Phyllomyias nigrocapillus,Black-capped Tyrannulet,null,LC,null,null
UTPL_A0584,Tyrannidae,Phyllomyias uropygialis,Tawny-rumped Tyrannulet,null,LC,null,null
UTPL_A0585,Tyrannidae,Phylloscartes superciliaris,Rufous-browed Tyrannulet,null,null,null,null
UTPL_A0586,Cotingidae,Phytotoma raimondii,Peruvian Plantcutter,null,null,null,null
UTPL_A0587,Cuculidae,Piaya cayana,Squirrel Cuckoo,null,LC,null,null
UTPL_A0588,Picidae,Picoides fumigatus,Smoky-brown Woodpecker,Veniliornis fumigatus/Leuconotopicus fumigatus,LC,null,null
UTPL_A0589,Picidae,Piculus leucolaemus,White-throated Woodpecker,null,null,null,null
UTPL_A0590,Picidae,Picumnus olivaceus,Olivaceous Piculet,null,LC,null,null
UTPL_A0591,Picidae,Picumnus sclateri,Ecuadorian Piculet,null,LC,BT,null
UTPL_A0592,Thraupidae,Piezorina cinerea,Cinereous Finch,null,null,BT,null
UTPL_A0593,Psittacidae,Pionus chalcopterus,Bronze-winged Parrot,null,LC,null,null
UTPL_A0594,Psittacidae,Pionus menstruus,Blue-headed Parrot,null,null,null,null
UTPL_A0595,Psittacidae,Pionus sordidus,Red-billed Parrot,null,LC,null,null
UTPL_A0596,Psittacidae,Pionus tumultuosus,Speckle-faced Parrot,null,LC,null,null
UTPL_A0597,Pipridae,Pipra mentalis,Red-capped Manakin,null,LC,null,null
UTPL_A0598,Thraupidae,Pipraeidea bonariensis,Blue-and-yellow Tanager,Thraupis bonariensis,null,null,null
UTPL_A0599,Thraupidae,Pipraeidea melanonota,Fawn-breasted Tanager,null,LC,null,null
UTPL_A0600,Cotingidae,Pipreola arcuata,Barred Fruiteater,null,LC,null,null
UTPL_A0601,Cotingidae,Pipreola lubomirskii,Black-chested Fruiteater,null,null,LOrA,null
UTPL_A0602,Cotingidae,Pipreola riefferii,Green-and-black Fruiteater,null,LC,null,null
UTPL_A0603,Cardinalidae,Piranga flava,Hepatic Tanager,null,LC,null,MB
UTPL_A0604,Cardinalidae,Piranga leucoptera,White-winged Tanager,null,LC,null,null
UTPL_A0605,Cardinalidae,Piranga rubra,Summer Tanager,null,LC,null,MB
UTPL_A0607,Conopophagidae,Pittasoma rufopileatum,Rufous-crowned Antpitta,null,null,B-Ch,null
UTPL_A0608,Threskiornithidae,Platalea ajaja,Roseate Spoonbill,null,null,null,null
UTPL_A0609,Tyrannidae,Platyrinchus coronatus,Golden-crowned Spadebill,null,null,null,null
UTPL_A0610,Tyrannidae,Platyrinchus mystaceus,White-throated Spadebill,null,LC,null,null
UTPL_A0611,Threskiornithidae,Plegadis ridgwayi,Puna Ibis,null,LC,null,null
UTPL_A0612,Charadriidae,Pluvialis dominica,American Golden-Plover,null,null,null,MB - P
UTPL_A0613,Charadriidae,Pluvialis squatarola,Gray Plover,null,null,null,MB
UTPL_A0614,Podicipedidae,Podiceps major,Great Grebe,null,null,null,null
UTPL_A0615,Podicipedidae,Podiceps occipitalis,Silvery Grebe,null,null,null,null
UTPL_A0616,Podicipedidae,Podilymbus podiceps,Pied-billed Grebe,null,null,null,null
UTPL_A0617,Tyrannidae,Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,null,LC,null,null
UTPL_A0618,Polioptilidae,Polioptila plumbea,Tropical Gnatcatcher,null,LC,null,null
UTPL_A0619,Trochilidae,Polyonymus caroli,Bronze-tailed Comet,null,LC,null,null
UTPL_A0620,Thraupidae,Poospiza hispaniolensis,Collared Warbling-Finch,null,LC,BT,null
UTPL_A0622,Rallidae,Porphyrio martinicus,Purple Gallinule,null,null,null,null
UTPL_A0623,Furnariidae,Premnoplex brunnescens,Spotted Barbtail,null,LC,null,null
UTPL_A0626,Procellariidae,Procellaria parkinsoni,Parkinson�s Petrel,null,null,null,VP - S 
UTPL_A0627,Hirundinidae,Progne chalybea,Gray-breasted Martin,null,LC,null,null
UTPL_A0629,Hirundinidae,Progne subis,Purple Martin,null,LC,null,MB - D - P
UTPL_A0630,Hirundinidae,Progne tapera,Brown-chested Martin,null,LC,null,MA - C
UTPL_A0631,Icteridae,Psarocolius angustifrons,Russet-backed Oropendola,null,LC,null,null
UTPL_A0632,Icteridae,Psarocolius wagleri,Chestnut-headed Oropendola,Zarinchus wagleri,null,null,null
UTPL_A0634,Accipitridae,Pseudastur occidentalis,Gray-backed Hawk,Leucopternis occidentalis,EN,BT,null
UTPL_A0635,Tyrannidae,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,LC,BT,null
UTPL_A0636,Furnariidae,Pseudocolaptes boissonneautii,Streaked Tuftedcheek,null,LC,null,null
UTPL_A0637,Furnariidae,Pseudocolaptes johnsoni,Pacific Tuftedcheek,null,null,null,null
UTPL_A0638,Strigidae,Pseudoscops clamator,Striped Owl,null,LC,null,null
UTPL_A0639,Tyrannidae,Pseudotriccus pelzelni,Bronze-olive Pygmy-Tyrant,null,LC,null,null
UTPL_A0640,Psittacidae,Psittacara erythrogenys,Red-masked Parakeet,null,NT,BT,null
UTPL_A0641,Psittacidae,Psittacara wagleri,Scarlet-fronted Parakeet,Aratinga wagleri,NT,null,null
UTPL_A0642,Procellariidae,Pterodroma phaeopygia,Dark-rumped Petrel,null,null,null,VP
UTPL_A0643,Ramphastidae,Pteroglossus torquatus ,Collared Aracari ,null,LC,null,null
UTPL_A0644,Trochilidae,Pterophanes cyanopterus,Great Sapphirewing,null,LC,null,null
UTPL_A0645,Procellariidae,Ardenna creatopus,Pink-footed Shearwater,Puffinus creatopus,null,null,VP - S 
UTPL_A0646,Procellariidae,Ardenna grisea,Sooty Shearwater,Puffinus griseus,null,null,VP - S 
UTPL_A0647,Procellariidae,Puffinus lherminieri,Audubon�s Shearwater,null,null,null,VP - D 
UTPL_A0648,Strigidae,Pulsatrix perspicillata,Spectacled Owl,null,LC,null,null
UTPL_A0649,Hirundinidae,Pygochelidon cyanoleuca,Blue-and-white Swallow,Notiochelidon cyanoleuca,LC,null,MA - C
UTPL_A0650,Thamnophilidae,Pyriglena leuconota,White-backed Fire-eye,null,LC,null,null
UTPL_A0651,Psittacidae,Pyrilia pulchra,Rose-faced Parrot,Pionopsitta pulchra,LC,B-Ch,null
UTPL_A0652,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,null,LC,null,MA - C
UTPL_A0653,Tyrannidae,Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,null,LC,null,null
UTPL_A0654,Psittacidae,Pyrrhura orcesi,El Oro Parakeet,null,EN,S-SO,null
UTPL_A0655,Cotingidae,Querula purpurata,Purple-throated Fruitcrow,null,null,null,null
UTPL_A0656,Icteridae,Quiscalus mexicanus,Great-tailed Grackle,null,null,null,null
UTPL_A0657,Rallidae,Rallus longirostris,Clapper Rail,null,null,null,null
UTPL_A0658,Ramphastidae,Ramphastos ambiguus,Yellow-throated Toucan,null,NT,null,null
UTPL_A0659,Ramphastidae,Ramphastos brevis,Choc� Toucan,null,LC,B-Ch,null
UTPL_A0660,Polioptilidae,Ramphocaenus melanurus,Long-billed Gnatwren,null,null,null,null
UTPL_A0664,Thraupidae,Rhodospingus cruentus,Crimson-breasted Finch,null,LC,BT,MI
UTPL_A0665,Tyrannidae,Rhynchocyclus pacificus,Pacific Flatbill,null,null,B-Ch,null
UTPL_A0666,Odontophoridae,Rhynchortyx cinctus,Tawny-faced Quail,null,null,null,null
UTPL_A0667,Emberizidae,Rhynchospiza stolzmanni,Tumbes Sparrow,Aimophila stolzmanni,LC,BT,null
UTPL_A0668,Tyrannidae,Rhytipterna holerythra,Rufous Mourner,null,null,null,null
UTPL_A0669,Hirundinidae,Riparia riparia,Bank Swallow,null,null,null,MB - P
UTPL_A0670,Accipitridae,Rostrhamus sociabilis,Snail Kite,null,LC,null,null
UTPL_A0672,Accipitridae,Rupornis magnirostris,Roadside Hawk,Bueteo magnirostris,LC,null,null
UTPL_A0673,Rynchopidae,Rynchops niger,Black Skimmer,null,null,null,null
UTPL_A0674,Incertae Sedis,Saltator atripennis,Black-winged Saltator,null,LC,null,null
UTPL_A0675,Cardinalidae,Saltator aurantiirostris,Golden-billed Saltator,null,LC,null,null
UTPL_A0677,Incertae Sedis,Saltator grossus,Slate-colored Grosbeak,Pitillus grossus,LC,null,null
UTPL_A0678,Incertae Sedis,Saltator maximus,Buff-throated Saltator,null,LC,null,null
UTPL_A0679,Incertae Sedis,Saltator nigriceps,Black-cowled Saltator,null,LC,S-SO,null
UTPL_A0680,Incertae Sedis,Saltator striatipectus,Streaked Saltator,null,LC,null,null
UTPL_A0681,Cathartidae,Sarcoramphus papa,King Vulture,null,LC,null,null
UTPL_A0682,Anatidae,Sarkidiornis melanotos,Comb Duck,null,LC,null,null
UTPL_A0683,Tyrannidae,Sayornis nigricans,Black Phoebe,null,LC,null,null
UTPL_A0684,Tityridae,Schiffornis turdina,Thrush-like Schiffornis,Schiffornis turdinus,LC,null,null
UTPL_A0685,Trochilidae,Schistes geoffroyi,Wedge-billed Hummingbird,null,LC,null,null
UTPL_A0686,Furnariidae,Sclerurus guatemalensis,Scaly-throated Leaftosser,null,null,null,null
UTPL_A0687,Furnariidae,Sclerurus mexicanus,Tawny-throated Leaftosser,null,null,null,null
UTPL_A0688,Rhinocryptidae,Scytalopus latrans,Blackish Tapaculo,null,LC,null,null
UTPL_A0691,Rhinocryptidae,Scytalopus robbinsi,Ecuadorian Tapaculo,null,null,S-SO,null
UTPL_A0692,Rhinocryptidae,Scytalopus unicolor,Unicolored Tapaculo,null,LC,null,null
UTPL_A0694,Tyrannidae,Serpophaga cinerea,Torrent Tyrannulet,null,LC,null,null
UTPL_A0695,Parulidae,Setophaga castanea,Bay-breasted Warbler,null,null,null,MB - D
UTPL_A0696,Parulidae,Setophaga fusca,Blackburnian Warbler,Dendroica fusca,null,null,MB
UTPL_A0697,Parulidae,Setophaga petechia,Yellow Warbler,null,null,null,MB
UTPL_A0698,Parulidae,Setophaga pitiayumi,Tropical Parula,Parula pitiayumi,null,null,null
UTPL_A0699,Parulidae,Setophaga ruticilla,American Redstart,null,null,null,MB
UTPL_A0700,Thraupidae,Sicalis flaveola,Saffron Finch,null,LC,null,null
UTPL_A0701,Thraupidae,Sicalis luteola,Grassland Yellow-Finch,null,LC,null,null
UTPL_A0702,Thraupidae,Sicalis taczanowskii,Sulphur-throated Finch,null,LC,BT,null
UTPL_A0703,Tyrannidae,Sirystes albogriseus,Choco Sirystes,null,null,null,null
UTPL_A0704,Furnariidae,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,LC,null,null
UTPL_A0706,Accipitridae,Spizaetus ornatus,Ornate Hawk-Eagle,null,NT,null,null
UTPL_A0707,Accipitridae,Spizaetus tyrannus,Black Hawk-Eagle,null,LC,null,null
UTPL_A0708,Fringillidae,Sporagra magellanica,Hooded Siskin,Carduelis magellanica,LC,null,null
UTPL_A0709,Fringillidae,Sporagra siemiradzkii,Saffron Siskin,Carduelis siemiradzkii,VU,BT,null
UTPL_A0710,Fringillidae,Sporagra xanthrogastra,Yellow-bellied Siskin,null,null,null,null
UTPL_A0711,Thraupidae,Sporophila angolensis,Lesser Seed-Finch,null,null,null,null
UTPL_A0712,Thraupidae,Sporophila bouvronides,Lesson�s Seedeater,null,null,null,MI
UTPL_A0713,Thraupidae,Sporophila corvina,Variable Seedeater,null,LC,null,null
UTPL_A0714,Thraupidae,Sporophila luctuosa,Black-and-white Seedeater,null,LC,null,MI
UTPL_A0715,Thraupidae,Sporophila nigricollis,Yellow-bellied Seedeater,null,LC,null,null
UTPL_A0716,Thraupidae,Sporophila peruviana,Parrot-billed Seedeater,null,LC,BT,null
UTPL_A0717,Thraupidae,Sporophila simplex,Drab Seedeater,null,null,S-SO,null
UTPL_A0718,Thraupidae,Sporophila telasco,Chestnut-throated Seedeater,null,null,null,null
UTPL_A0719,Steatornithidae,Steatornis caripensis,Oilbird,null,LC,null,null
UTPL_A0720,Hirundinidae,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,null,LC,null,null
UTPL_A0723,Laridae,Sterna hirundinacea,South American Tern,null,null,null,DP - D
UTPL_A0724,Laridae,Sterna hirundo,Common Tern,null,null,null,MB
UTPL_A0725,Laridae,Sterna paradisaea,Arctic Tern,null,null,null,MB - P
UTPL_A0726,Laridae,Sternula lorata,Peruvian Tern,null,null,null,DP
UTPL_A0727,Apodidae,Streptoprocne rutila,Chestnut-collared Swift,null,LC,null,null
UTPL_A0728,Apodidae,Streptoprocne zonaris,White-collared Swift,null,LC,null,null
UTPL_A0729,Icteridae,Sturnella bellicosa,Peruvian Meadowlark,null,LC,null,null
UTPL_A0730,Sulidae,Sula granti,Nazca Booby,null,null,null,null
UTPL_A0731,Sulidae,Sula leucogaster,Brown Booby,null,null,null,VP - N D
UTPL_A0732,Sulidae,Sula nebouxii,Blue-footed Booby,null,null,null,null
UTPL_A0733,Sulidae,Sula sula,Red-footed Booby,null,null,null,null
UTPL_A0734,Sulidae,Sula variegata,Peruvian Booby,null,null,null,DP
UTPL_A0735,Furnariidae,Synallaxis azarae,Azara�s Spinetail,null,LC,null,null
UTPL_A0736,Furnariidae,Synallaxis brachyura,Slaty Spinetail,null,LC,null,null
UTPL_A0737,Furnariidae,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
UTPL_A0738,Furnariidae,Synallaxis tithys,Blackish-headed Spinetail,null,EN,BT,null
UTPL_A0739,Furnariidae,Synallaxis zimmeri,Russet-bellied Spinetail,null,null,null,null
UTPL_A0740,Furnariidae,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,VU,S-SO,null
UTPL_A0741,Furnariidae,Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,null,LC,null,null
UTPL_A0742,Furnariidae,Syndactyla subalaris,Lineated Foliage-gleaner,null,LC,null,null
UTPL_A0743,Caprimulgidae,Systellura longirostris,Band-winged Nightjar,Caprimulgus longirostris,LC,null,null
UTPL_A0744,Podicipedidae,Tachybaptus dominicus,Least Grebe,null,LC,null,null
UTPL_A0745,Hirundinidae,Tachycineta stolzmanni,Tumbes Swallow,null,null,BT,null
UTPL_A0746,Thraupidae,Tachyphonus delatrii,Tawny-crested Tanager,null,null,null,null
UTPL_A0747,Thraupidae,Tachyphonus luctuosus,White-shouldered Tanager,null,LC,null,null
UTPL_A0748,Thraupidae,Tachyphonus rufus,White-lined Tanager,null,LC,null,null
UTPL_A0749,Thraupidae,Tangara arthus,Golden Tanager,null,LC,null,null
UTPL_A0751,Thraupidae,Tangara cyanicollis,Blue-necked Tanager,null,LC,null,null
UTPL_A0752,Thraupidae,Tangara florida,Emerald Tanager,null,null,null,null
UTPL_A0753,Thraupidae,Tangara gyrola,Bay-headed Tanager,null,LC,null,null
UTPL_A0754,Thraupidae,Tangara icterocephala,Silvery-throated Tanager,null,LC,null,null
UTPL_A0755,Thraupidae,Tangara johannae,Blue-whiskered Tanager,null,null,B-Ch,null
UTPL_A0756,Thraupidae,Tangara larvata,Golden-hooded Tanager,null,null,null,null
UTPL_A0757,Thraupidae,Tangara nigroviridis,Beryl-spangled Tanager,null,LC,null,null
UTPL_A0758,Thraupidae,Tangara palmeri,Gray-and-gold Tanager,null,null,LOcA,null
UTPL_A0759,Thraupidae,Tangara parzudakii,Flame-faced Tanager,null,LC,null,null
UTPL_A0760,Thraupidae,Tangara ruficervix,Golden-naped Tanager,null,LC,null,null
UTPL_A0761,Thraupidae,Tangara rufigula,Rufous-throated Tanager,null,LC,LOcA,null
UTPL_A0762,Thraupidae,Tangara vassorii,Blue-and-black Tanager,null,LC,null,null
UTPL_A0763,Thraupidae,Tangara viridicollis,Silvery Tanager,null,LC,null,null
UTPL_A0765,Cuculidae,Tapera naevia,Striped Cuckoo,null,LC,null,null
UTPL_A0766,Thamnophilidae,Taraba major,Great Antshrike,null,LC,null,null
UTPL_A0767,Tyrannidae,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,null,null,null,null
UTPL_A0768,Thraupidae,Tersina viridis,Swallow Tanager,null,LC,null,null
UTPL_A0769,Laridae,Thalasseus  sandvicensis,Sandwich Tern,null,null,null,MB
UTPL_A0770,Laridae,Thalasseus elegans,Elegant Tern,null,null,null,MB - D
UTPL_A0771,Laridae,Thalasseus maximus,Royal Tern,null,null,null,null
UTPL_A0772,Trochilidae,Thalurania colombica,Green-crowned Woodnymph,Thalurania fannyi,LC,BT,null
UTPL_A0773,Grallariidae,Grallaria andicolus,Stripe-headed Antpitta,null,LC,null,null
UTPL_A0774,Thamnophilidae,Thamnistes anabatinus,Russet Antshrike,null,LC,null,null
UTPL_A0775,Thamnophilidae,Thamnophilus atrinucha,Black-crowned Antshrike,null,LC,null,null
UTPL_A0776,Thamnophilidae,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
UTPL_A0778,Thamnophilidae,Thamnophilus unicolor,Uniform Antshrike,null,LC,null,null
UTPL_A0779,Thamnophilidae,Thamnophilus zarumae,Chapman's Antshrike,null,LC,S-SO,null
UTPL_A0780,Trochilidae,Thaumastura cora,Peruvian Sheartail,null,null,null,Errs
UTPL_A0782,Thinocoridae,Thinocorus rumicivorus,Least Seedsnipe,null,null,null,null
UTPL_A0784,Thraupidae,Thlypopsis ornata,Rufous-chested Tanager,null,LC,null,null
UTPL_A0785,Thraupidae,Thraupis cyanocephala,Blue-capped Tanager,null,LC,null,null
UTPL_A0786,Thraupidae,Thraupis episcopus,Blue-gray Tanager,null,LC,null,null
UTPL_A0787,Thraupidae,Thraupis palmarum,Palm Tanager,null,LC,null,null
UTPL_A0788,Trochilidae,Threnetes ruckeri,Band-tailed Barbthroat,null,LC,null,null
UTPL_A0790,Furnariidae,Thripadectes ignobilis,Uniform Treehunter,null,LC,LOcA,null
UTPL_A0792,Thraupidae,Tiaris obscurus,Dull-colored Grassquit,null,LC,null,null
UTPL_A0793,Ardeidae,Tigrisoma fasciatum,Fasciated Tiger-Heron,null,LC,null,null
UTPL_A0794,Ardeidae,Tigrisoma lineatum,Rufescent Tiger-Heron,null,null,null,null
UTPL_A0795,Tinamidae,Tinamus major,Great Tinamou,null,null,null,null
UTPL_A0796,Tityridae,Tityra inquisitor,Black-crowned Tityra,null,null,null,null
UTPL_A0797,Tityridae,Tityra semifasciata,Masked Tityra,null,LC,null,null
UTPL_A0798,Tyrannidae,Todirostrum cinereum,Common Tody-Flycatcher,null,LC,null,null
UTPL_A0799,Tyrannidae,Todirostrum nigriceps,Black-headed Tody-Flycatcher,null,LC,null,null
UTPL_A0800,Tyrannidae,Tolmomyias sulphurescens,Yellow-olive Flycatcher,null,LC,null,null
UTPL_A0801,Psittacidae,Touit dilectissimus,Blue-fronted Parrotlet,null,LC,null,null
UTPL_A0802,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,null,LC,null,MB
UTPL_A0803,Scolopacidae,Tringa incana,Wandering Tattler,Heteroscelus incanus,null,null,MB
UTPL_A0804,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,null,null,null,MB
UTPL_A0805,Scolopacidae,Tringa semipalmata,Willet,null,null,null,MB
UTPL_A0806,Scolopacidae,Tringa solitaria,Solitary Sandpiper,null,LC,null,MB
UTPL_A0807,Troglodytidae,Troglodytes aedon,House-Wren,null,LC,null,null
UTPL_A0808,Troglodytidae,Troglodytes solstitialis,Mountain Wren,null,LC,null,null
UTPL_A0809,Trogonidae,Trogon caligatus,Gartered Trogon,null,LC,null,null
UTPL_A0810,Trogonidae,Trogon collaris,Collared Trogon,null,LC,null,null
UTPL_A0811,Trogonidae,Trogon comptus,Choc� Trogon / Blue tailed trogon,null,null,B-Ch,null
UTPL_A0812,Trogonidae,Trogon melanurus,Black-tailed Trogon,null,LC,null,null
UTPL_A0813,Trogonidae,Trogon mesurus,Ecuadorian Trogon,null,LC,BT,null
UTPL_A0814,Trogonidae,Trogon personatus,Masked Trogon,null,LC,null,null
UTPL_A0815,Trogonidae,Trogon rufus,Black-throated Trogon,null,null,null,null
UTPL_A0816,Trogonidae,Trogon violaceus,Amazonian Violaceous Trogon,null,null,null,null
UTPL_A0817,Trogonidae,Trogon viridis,Amazonian White-tailed Trogon,null,null,null,null
UTPL_A0818,Tyrannidae,Tumbezia salvini,Tumbes Tyrant,null,NT,null,null
UTPL_A0819,Turdidae,Turdus albicollis,White-necked Thrush,null,null,null,null
UTPL_A0820,Turdidae,Turdus chiguanco,Chiguanco Thrush,null,LC,null,null
UTPL_A0821,Turdidae,Turdus fuscater,Great Thrush,null,LC,null,null
UTPL_A0823,Turdidae,Turdus maculirostris,Ecuadorian Thrush,null,LC,BT,null
UTPL_A0824,Turdidae,Turdus nigriceps,Slaty Thrush,null,LC,null,MA - C / MI
UTPL_A0825,Turdidae,Turdus obsoletus,Pale-vented Thrush,null,LC,null,null
UTPL_A0826,Turdidae,Turdus reevei,Plumbeous-backed Thrush,null,LC,BT,null
