CodigoEspecie,Familia,especie,nombre,sinonimo,uicn,endemismo,migracion
UTPL_A0819,72,Turdus albicollis,White-necked Thrush,null,0,null,null
UTPL_A0820,72,Turdus chiguanco,Chiguanco Thrush,null,1,null,null
UTPL_A0821,72,Turdus fuscater,Great Thrush,null,1,null,null
UTPL_A0823,72,Turdus maculirostris,Ecuadorian Thrush,null,1,BT,null
UTPL_A0824,72,Turdus nigriceps,Slaty Thrush,null,1,null,MA - C / MI
UTPL_A0825,72,Turdus obsoletus,Pale-vented Thrush,null,1,null,null
UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
UTPL_A0827,72,Turdus serranus,Glossy-black Thrush,null,1,null,null
UTPL_A0828,62,Tyrannulus elatus,Yellow-crowned Tyrannulet,null,0,null,null
UTPL_A0829,62,Tyrannus melancholicus,Tropical Kingbird,null,1,null,MA ? C
UTPL_A0830,62,Tyrannus niveigularis,Snowy-throated Kingbird,null,1,BT,MI
UTPL_A0831,80,Tyto alba,Barn Owl,null,1,null,null
UTPL_A0832,46,Uropsalis segmentata,Swallow-tailed Nightjar,null,1,null,null
UTPL_A0833,48,Urosticte benjamini,Purple-bibbed Whitetip,null,1,LOcA,null
UTPL_A0835,54,Veniliornis callonotus,Scarlet-backed Woodpecker,null,1,BT,null
UTPL_A0836,54,Veniliornis kirkii,Red-rumped Woodpecker,null,1,null,null
UTPL_A0837,66,Vireo leucophrys,Brown-capped Vireo,null,1,null,null
UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
UTPL_A0839,66,Vireolanius leucotis,Slaty-capped Shrike-Vireo,null,0,null,null
UTPL_A0840,73,Volatinia jacarina,Blue-black Grassquit,null,1,null,null
UTPL_A0843,61,Xenops minutus,Plain Xenops,null,0,null,null
UTPL_A0844,61,Xenops rutilans,Streaked Xenops,null,1,null,null
UTPL_A0846,61,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,null,1,null,null
UTPL_A0847,61,Xiphorhynchus erythropygius,Spotted Woodcreeper,null,1,null,null
UTPL_A0848,61,Xiphorhynchus lachrymosus,Black-striped Woodcreeper,null,0,null,null
UTPL_A0850,41,Zenaida auriculata,Eared Dove,null,1,null,null
UTPL_A0851,41,Zenaida meloda,West Peruvian Dove,null,1,null,null
UTPL_A0852,62,Zimmerius chrysops,Golden-faced Tyrannulet,null,1,null,null
UTPL_A0853,62,Zimmerius flavidifrons,Loja Tyrannulet,null,0,null,null
UTPL_A0854,62,Zimmerius viridiflavus,Peruvian Tyrannulet,null,0,null,null
UTPL_A0855,75,Zonotrichia capensis,Rufous-collared Sparrow,null,1,null,null
UTPL_A0856,40,Calidris alba,Sanderling,null,0,null,MB
UTPL_A0857,81,Acropternis orthonyx,Ocellated Tapaculo,null,1,null,null
UTPL_A0859,62,Agriornis montanus,Black-billed Shrike-Tyrant,null,1,null,null
UTPL_A0860,56,Amazona mercenarius,Scaly-naped Parrot,null,1,null,null
UTPL_A0861,62,Anairetes flavirostris,Yellow-billed Tit-Tyrant,null,1,null,null
UTPL_A0862,110,Anhima cornuta,Horned Screamer,null,0,null,null
UTPL_A0863,108,Anhinga anhinga,Anhinga,null,0,null,null
UTPL_A0864,73,Anisognathus somptuosus,Blue-winged Mountain-Tanager,null,1,null,null
UTPL_A0865,73,Anisognathus lacrymosus,Lacrimose Mountain-Tanager,null,1,null,null
UTPL_A0867,106,Anthus lutescens ,Yellowish Pipit,null,1,null,null
UTPL_A0869,56,Bolborhynchus orbygnesius,Andean Parakeet,null,1,null,null
UTPL_A0870,78,Cacicus chrysonotus,Mountain Cacique,null,1,null,null
UTPL_A0871,40,Calidris alpina,Dunlin,null,0,null,MB - D
UTPL_A0872,48,Metallura phoebe,Black Metaltail,null,1,null,null
UTPL_A0873,73,Chlorospingus flavopectus,Common Chlorospingus,null,0,null,null
UTPL_A0874,73,Cnemoscopus rubrirostris,Gray-hooded Bush Tanager,null,1,null,null
UTPL_A0875,42,Coccyzus americanus,Yellow-billed cuckoo,null,0,null,MB - P
UTPL_A0876,48,Coeligena wilsoni,Brown Inca,null,1,null,null
UTPL_A0877,54,Colaptes atricollis,Black-necked Woodpecker,null,1,null,null
UTPL_A0878,54,Colaptes rivolii,Crimson-mantled Woodpecker,null,1,null,null
UTPL_A0879,73,Conirostrum albifrons,Capped Conebill,null,1,null,null
UTPL_A0880,92,Creagrus furcatus,Swallow-tailed Gull,null,0,null,VP
UTPL_A0881,82,Dendrocygna bicolor,Fulvous Whistling-Duck,null,0,null,null
UTPL_A0883,73,Dubusia taeniata,Buff-breasted Mountain-Tanager,null,1,null,null
UTPL_A0884,86,Rollandia rolland,White-tufted Grebe,null,1,null,null
UTPL_A0885,107,Pelecanoides garnotii,Peruvian Diving-Petrel,null,4,null,null
UTPL_A0886,37,Spizaetus isidori ,Black-and-chestnut Eagle,null,4,null,null
UTPL_A0887,37,Elanus leucurus,White-tailed Kite,null,0,null,null
UTPL_A0888,38,Laterallus exilis,Gray-breasted Crake,null,1,null,null
UTPL_A0891,85,Vanellus cayanus,Pied Lapwing,null,1,null,null
UTPL_A0892,40,Limosa fedoa,Marbled Godwit,null,1,null,MB - D
UTPL_A0893,92,Onychoprion anaethetus,Bridled Tern,null,1,null,null
UTPL_A0894,41,Leptotila rufaxilla,Gray-fronted Dove,null,0,null,null
UTPL_A0895,42,Coccyzus melacoryphus,Dark-billed Cuckoo,null,0,null,MA - C
UTPL_A0896,48,Lesbia victoriae,Black-tailed Trainbearer,null,1,null,null
UTPL_A0897,48,Colibri thalassinus,Green Violetear,null,1,null,null
UTPL_A0898,48,Rhodopis vesper,Oasis Hummingbird,null,1,null,null
UTPL_A0899,48,Leucippus taczanowskii,Spot-throated Hummingbird,null,1,null,null
UTPL_A0900,48,Metallura williami,Viridian Metaltail,null,1,null,null
UTPL_A0901,48,Heliodoxa imperatrix,Empress Brilliant,null,1,null,null
UTPL_A0902,49,Trogon chionurus,White-tailed Trogon,null,1,null,null
UTPL_A0903,52,Notharchus hyperrhynchus,White-necked Puffbird,null,0,null,null
UTPL_A0905,54,Veniliornis nigriceps ,Bar-bellied Woodpecker,null,1,null,null
UTPL_A0906,111,Semnornis ramphastinus,Toucan Barbet,null,3,null,null
UTPL_A0907,55,Phalcoboenus carunculatus,Carunculated Caracara,null,1,null,null
UTPL_A0908,57,Gymnopithys leucaspis,White-cheeked Antbird,null,1,null,null
UTPL_A0909,57,Myrmeciza zeledoni,'Zeledon''s Antbird',null,0,null,null
UTPL_A0910,57,Myrmotherula pacifica,Pacific Antwren,null,1,null,null
UTPL_A0911,81,Myornis senilis ,Ash-colored Tapaculo,null,1,null,null
UTPL_A0912,81,Scytalopus parkeri,Chusquea Tapaculo,null,1,LOrA,null
UTPL_A0913,59,Grallaricula flavirostris,Ochre-breasted Antpitta,null,3,null,null
UTPL_A0914,61,Pseudocolaptes lawrencii,Buffy Tuftedcheek,null,1,null,null
UTPL_A0915,61,Cinclodes albidiventris,Chestnut-winged Cinclodes,null,1,null,null
UTPL_A0916,61,Furnarius torridus,Pale-billed Hornero,null,1,null,null
UTPL_A0917,61,Synallaxis unirufa,Rufous Spinetail,null,1,null,null
UTPL_A0918,61,Phleocryptes melanops ,Wren-like Rushbird,null,1,null,null
UTPL_A0919,62,Zimmerius albigularis,Choco Tyrannulet,null,1,null,null
UTPL_A0920,62,Tyrannus tyrannus,Eastern Kingbird,null,0,null,MB - P
UTPL_A0921,62,Tachuris rubrigastra,Many-colored Rush Tyrant,null,1,null,null
UTPL_A0922,62,Nephelomyias lintoni,Orange-banded Flycatcher,null,3,null,null
UTPL_A0923,62,Onychorhynchus coronatus,Royal Flycatcher,null,1,null,null
UTPL_A0925,62,Pseudotriccus ruficeps,Rufous-headed Pygmy-Tyrant,null,1,null,null
UTPL_A0926,62,Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,null,1,null,MA - D
UTPL_A0927,62,Myiobius sulphureipygius,Sulphur-rumped Flycatcher,null,1,null,null
UTPL_A0928,62,Knipolegus aterrimus,White-winged Black-Tyrant,null,1,null,null
UTPL_A0929,62,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,null,1,null,null
UTPL_A0930,65,Pachyramphus versicolor,Barred Becard,null,1,null,null
UTPL_A0931,65,Schiffornis veraepacis ,Northern Schiffornis,null,0,null,null
UTPL_A0932,65,Pachyramphus aglaiae,Rose-throated Becard,null,0,null,null
UTPL_A0933,72,Turdus maranonicus,Mara�on Thrush,null,1,null,null
UTPL_A0935,73,Hemispingus atropileus,Black-capped Hemispingus,null,1,null,null
UTPL_A0937,73,Ramphocelus flammigerus,Lemon-rumped Tanager,null,1,null,null
UTPL_A0940,75,Sporophila americana,Wing-barred Seedeater,null,0,null,null
UTPL_A0942,78,Sturnella militaris,Red-breasted Meadowlark,null,0,null,null
UTPL_A0944,75,Sporophila crassirostris,Large-billed Seed-Finch,null,0,null,null
UTPL_A0946,75,Phrygilus fruticeti,Mourning Sierra-Finch,null,1,null,null
UTPL_A0947,75,Phrygilus punensis,Peruvian Sierra-Finch,null,1,null,null
UTPL_A0948,79,Spinus magellanicus,Hooded Siskin,null,0,null,null
UTPL_A0950,75,Sporophila funerea,Thick-billed Seed-Finch,null,0,null,null
UTPL_A0951,77,Myiothlypis luteoviridis,Citrine Warbler,null,0,null,null
UTPL_A0952,77,Geothlypis auricularis,null,null,0,null,null
