id,Codigo Especie,Familia,especie,nombre,sinonimo,uicn,endemismo,migracion
3527,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,null,S-SO,null
3528,UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
3529,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3530,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3531,UTPL_A0779,57,Thamnophilus zarumae,'Chapman''s Antshrike',null,null,S-SO,null
3532,UTPL_A0481,57,Myrmeciza griseiceps,Gray-headed Antbird,null,null,S-SO,null
3533,UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,null,S-SO,null
3534,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3535,UTPL_A0679,74,Saltator nigriceps,Black-cowled Saltator,null,null,S-SO,null
3536,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,null,S-SO,null
3537,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,null,S-SO,null
3538,UTPL_A0337,48,Heliangelus viola,Purple-throated Sunangel,null,null,S-SO,null
3539,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,null,S-SO,null
3540,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3541,UTPL_A0779,57,Thamnophilus zarumae,'Chapman''s Antshrike',null,null,S-SO,null
3542,UTPL_A0679,74,Saltator nigriceps,Black-cowled Saltator,null,null,S-SO,null
3543,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,null,S-SO,null
3544,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3545,UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
3546,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3547,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3548,UTPL_A0779,57,Thamnophilus zarumae,'Chapman''s Antshrike',null,null,S-SO,null
3549,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3550,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
3551,UTPL_A0358,61,Hylocryptus erythrocephalus,Henna-hooded Foliage-gleaner,null,null,BT,null
3552,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3553,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
3554,UTPL_A0051,75,Arremon abeillei,Black-capped Sparrow,null,1,BT - RM,null
3555,UTPL_A0223,29,Crypturellus transfasciatus,Pale-browed Tinamou,null,3,BT,null
3556,UTPL_A0392,41,Leptotila ochraceiventris,Ochre-bellied Dove,null,null,BT,null
3557,UTPL_A0498,46,Nyctidromus anthonyi,Scrub Nightjar,null,null,BT,null
3558,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3559,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3560,UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
3561,UTPL_A0116,54,Campephilus gayaquilensis,Guayaquil Woodpecker,null,3,BT,null
3562,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3563,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3564,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3565,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
3566,UTPL_A0358,61,Hylocryptus erythrocephalus,Henna-hooded Foliage-gleaner,null,null,BT,null
3567,UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
3568,UTPL_A0464,62,Myiopagis subplacens,Pacific Elaenia,null,1,BT,null
3569,UTPL_A0635,62,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,1,BT,null
3570,UTPL_A0382,62,Lathrotriccus griseipectus,Gray-breasted Flycatcher,null,2,BT - RM,null
3571,UTPL_A0818,62,Tumbezia salvini,Tumbes Tyrant,null,3,null,null
3572,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3573,UTPL_A0453,62,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,null,1,BT - RM,null
3574,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
3575,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
3576,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3577,UTPL_A0064,75,Atlapetes albiceps,White-headed Brush-Finch,null,1,BT,null
3578,UTPL_A0586,63,Phytotoma raimondii,Peruvian Plantcutter,null,null,null,null
3579,UTPL_A0545,30,Penelope albipennis,White-winged guan ,null,null,null,null
3580,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
3581,UTPL_A0726,92,Sternula lorata,Peruvian Tern,null,null,null,DP
3582,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3583,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3584,UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
3585,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
3586,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,null,BT,null
3587,UTPL_A0586,63,Phytotoma raimondii,Peruvian Plantcutter,null,null,null,null
3588,UTPL_A0306,61,Geositta peruviana,Coastal miner ,null,null,null,null
3589,UTPL_A0454,62,Myiarchus semirufus,Rufous Flycatcher,null,null,null,null
3590,UTPL_A0546,30,Penelope barbata,Bearded Guan,null,null,LVI,null
3591,UTPL_A0337,48,Heliangelus viola,Purple-throated Sunangel,null,null,S-SO,null
3592,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,null,S-SO,null
3593,UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,null,S-SO,null
3594,UTPL_A0464,62,Myiopagis subplacens,Pacific Elaenia,null,1,BT,null
3595,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3596,UTPL_A0679,74,Saltator nigriceps,Black-cowled Saltator,null,null,S-SO,null
3597,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,null,S-SO,null
3598,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,null,S-SO,null
3599,UTPL_A0546,30,Penelope barbata,Bearded Guan,null,null,LVI,null
3600,UTPL_A0392,41,Leptotila ochraceiventris,Ochre-bellied Dove,null,null,BT,null
3601,UTPL_A0498,46,Nyctidromus anthonyi,Scrub Nightjar,null,null,BT,null
3602,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,null,S-SO,null
3603,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3604,UTPL_A0116,54,Campephilus gayaquilensis,Guayaquil Woodpecker,null,3,BT,null
3605,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3606,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3607,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3608,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
3609,UTPL_A0327,59,Grallaria watkinsi,Watkins’ Antpitta,null,null,S-SO,null
3610,UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,null,S-SO,null
3611,UTPL_A0358,61,Hylocryptus erythrocephalus,Henna-hooded Foliage-gleaner,null,null,BT,null
3612,UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
3613,UTPL_A0635,62,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,1,BT,null
3614,UTPL_A0382,62,Lathrotriccus griseipectus,Gray-breasted Flycatcher,null,2,BT - RM,null
3615,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3616,UTPL_A0453,62,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,null,1,BT - RM,null
3617,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
3618,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
3619,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3620,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,null,BT,null
3621,UTPL_A0667,75,Rhynchospiza stolzmanni,Tumbes Sparrow,Aimophila stolzmanni,1,BT,null
3622,UTPL_A0064,75,Atlapetes albiceps,White-headed Brush-Finch,null,1,BT,null
3623,UTPL_A0473,77,Myiothlypis fraseri,Gray-and-gold Warbler,Basileuterus fraseri,null,BT,null
3624,UTPL_A0545,30,Penelope albipennis,White-winged guan ,null,null,null,null
3625,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
3626,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3627,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3628,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3629,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
3630,UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
3631,UTPL_A0635,62,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,1,BT,null
3632,UTPL_A0818,62,Tumbezia salvini,Tumbes Tyrant,null,3,null,null
3633,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3634,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
3635,UTPL_A0745,68,Tachycineta stolzmanni,Tumbes Swallow,null,null,BT,null
3636,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
3637,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,null,BT,null
3638,UTPL_A0702,73,Sicalis taczanowskii,Sulphur-throated Finch,null,1,BT,null
3639,UTPL_A0667,75,Rhynchospiza stolzmanni,Tumbes Sparrow,Aimophila stolzmanni,1,BT,null
3640,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
3641,UTPL_A0586,63,Phytotoma raimondii,Peruvian Plantcutter,null,null,null,null
3642,UTPL_A0306,61,Geositta peruviana,Coastal miner ,null,null,null,null
3643,UTPL_A0454,62,Myiarchus semirufus,Rufous Flycatcher,null,null,null,null
3644,UTPL_A0498,46,Nyctidromus anthonyi,Scrub Nightjar,null,null,BT,null
3645,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3646,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3647,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3648,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3649,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3650,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
3651,UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
3652,UTPL_A0635,62,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,1,BT,null
3653,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3654,UTPL_A0453,62,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,null,1,BT - RM,null
3655,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
3656,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
3657,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3658,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,null,BT,null
3659,UTPL_A0702,73,Sicalis taczanowskii,Sulphur-throated Finch,null,1,BT,null
3660,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
3661,UTPL_A0667,75,Rhynchospiza stolzmanni,Tumbes Sparrow,Aimophila stolzmanni,1,BT,null
3662,UTPL_A0064,75,Atlapetes albiceps,White-headed Brush-Finch,null,1,BT,null
3663,UTPL_A0545,30,Penelope albipennis,White-winged guan ,null,null,null,null
3664,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
3665,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3666,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3667,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3668,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3669,UTPL_A0635,62,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,1,BT,null
3670,UTPL_A0585,62,Phylloscartes superciliaris,Rufous-browed Tyrannulet,null,null,null,null
3671,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3672,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,null,BT,null
3673,UTPL_A0702,73,Sicalis taczanowskii,Sulphur-throated Finch,null,1,BT,null
3674,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
3675,UTPL_A0667,75,Rhynchospiza stolzmanni,Tumbes Sparrow,Aimophila stolzmanni,1,BT,null
3676,UTPL_A0051,75,Arremon abeillei,Black-capped Sparrow,null,1,BT - RM,null
3677,UTPL_A0306,61,Geositta peruviana,Coastal miner ,null,null,null,null
3678,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
3679,UTPL_A0546,30,Penelope barbata,Bearded Guan,null,null,LVI,null
3680,UTPL_A0001,30,Aburria aburri,Wattled Guan,null,null,null,null
3681,UTPL_A0337,48,Heliangelus viola,Purple-throated Sunangel,null,null,S-SO,null
3682,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,null,S-SO,null
3683,UTPL_A0144,48,Chaetocercus bombus,Little Woodstar,Acestrura bombus,null,BT,null
3684,UTPL_A0116,54,Campephilus gayaquilensis,Guayaquil Woodpecker,null,3,BT,null
3685,UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
3686,UTPL_A0481,57,Myrmeciza griseiceps,Gray-headed Antbird,null,null,S-SO,null
3687,UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,null,S-SO,null
3688,UTPL_A0601,63,Pipreola lubomirskii,Black-chested Fruiteater,null,null,LOrA,null
3689,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3690,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,null,S-SO,null
3691,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
3692,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3693,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3694,UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,null,BT,null
3695,UTPL_A0585,62,Phylloscartes superciliaris,Rufous-browed Tyrannulet,null,null,null,null
3696,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,null,BT,null
3697,UTPL_A0702,73,Sicalis taczanowskii,Sulphur-throated Finch,null,1,BT,null
3698,UTPL_A0586,63,Phytotoma raimondii,Peruvian Plantcutter,null,null,null,null
3699,UTPL_A0306,61,Geositta peruviana,Coastal miner ,null,null,null,null
3700,UTPL_A0454,62,Myiarchus semirufus,Rufous Flycatcher,null,null,null,null
3701,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,null,S-SO,null
3702,UTPL_A0510,62,Ochthoeca piurae ,Piura Chat-Tyrant ,null,null,null,null
3703,UTPL_A0739,61,Synallaxis zimmeri,Russet-bellied Spinetail,null,null,null,null
3704,UTPL_A0387,61,Leptasthenura pileata,Rusty-crowned Tit-spinetail,null,null,null,null
3705,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,null,S-SO,null
3706,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3707,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
3708,UTPL_A0704,61,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,1,null,null
3709,UTPL_A0455,62,Myiarchus tuberculifer,Dusky-capped Flycatcher,null,1,null,null
3710,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
3711,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3712,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3713,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
3714,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
3715,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3716,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
3717,UTPL_A0286,55,Falco rufigularis,Bat Falcon,null,null,null,null
3718,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3719,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
3720,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3721,UTPL_A0618,70,Polioptila plumbea,Tropical Gnatcatcher,null,1,null,null
3722,UTPL_A0437,84,Mimus longicaudatus,Long-tailed Mockingbird,null,1,null,null
3723,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
3724,UTPL_A0364,78,Icterus graceannae,White-edged Oriole,null,1,BT,null
3725,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3726,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
3727,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3728,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
3729,UTPL_A0551,62,Phaeomyias murina,Mouse-colored Tyrannulet,null,null,BT ssp,null
3730,UTPL_A0551,62,Phaeomyias murina,Mouse-colored Tyrannulet,null,null,null,null
3731,UTPL_A0373,62,Knipolegus orenocensis,Riverside Tyrant,null,null,null,null
3732,UTPL_A0477,62,Myiozetetes cayanensis,Rusty-margined Flycatcher,null,null,null,null
3733,UTPL_A0462,62,Myiodynastes maculatus,Streaked Flycatcher,null,1,null,MA - C
3734,UTPL_A0455,62,Myiarchus tuberculifer,Dusky-capped Flycatcher,null,1,null,null
3735,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
3736,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3737,UTPL_A0618,70,Polioptila plumbea,Tropical Gnatcatcher,null,1,null,null
3738,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3739,UTPL_A0056,75,Arremonops conirostris,Black-striped Sparrow,null,null,null,null
3740,UTPL_A0394,41,Leptotila verreauxi,White-tipped Dove,null,1,null,null
3741,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3742,UTPL_A0813,49,Trogon mesurus,Ecuadorian Trogon,null,1,BT,null
3743,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
3744,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
3745,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3746,UTPL_A0437,84,Mimus longicaudatus,Long-tailed Mockingbird,null,1,null,null
3747,UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
3748,UTPL_A0568,76,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,1,null,null
3749,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
3750,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
3751,UTPL_A0704,61,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,1,null,null
3752,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3753,UTPL_A0826,72,Turdus reevei,Plumbeous-backed Thrush,null,1,BT,null
3754,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
3755,UTPL_A0051,75,Arremon abeillei,Black-capped Sparrow,null,1,BT - RM,null
3756,UTPL_A0568,76,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,1,null,null
3757,UTPL_A0396,48,Leucippus baeri,Tumbes Hummingbird,null,1,BT,null
3758,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
3759,UTPL_A0385,61,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,null,1,null,null
3760,UTPL_A0798,62,Todirostrum cinereum,Common Tody-Flycatcher,null,null,null,null
3761,UTPL_A0466,62,Myiophobus fasciatus,Bran-colored Flycatcher,null,1,null,null
3762,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
3763,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3764,UTPL_A0716,73,Sporophila peruviana,Parrot-billed Seedeater,null,1,BT,null
3765,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
3766,UTPL_A0680,74,Saltator striatipectus,Streaked Saltator,null,1,null,null
3767,UTPL_A0568,76,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,1,null,null
3768,UTPL_A0872,48,Metallura phoebe,Black Metaltail,null,1,null,null
3769,UTPL_A0773,59,Grallaria andicolus,Stripe-headed Antpitta,null,1,null,null
3770,UTPL_A0820,72,Turdus chiguanco,Chiguanco Thrush,null,1,null,null
3771,UTPL_A0603,76,Piranga flava,Hepatic Tanager,null,1,null,MB
3772,UTPL_A0536,41,Patagioenas fasciata,Band-tailed Pigeon,null,1,null,null
3773,UTPL_A0568,76,Pheucticus chrysogaster,Golden-bellied Grosbeak,null,1,null,null
3774,UTPL_A0877,54,Colaptes atricollis,Black-necked Woodpecker,null,1,null,null
3775,UTPL_A0200,73,Conirostrum cinereum,Cinereous Conebill,null,1,null,null
3776,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
3777,UTPL_A0565,55,Phalcoboenus megalopterus,Mountain Caracara,null,1,null,null
3778,UTPL_A0427,58,Melanopareia elegans,Elegant Crescentchest,null,1,BT,null
3779,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,1,S-SO,null
3780,UTPL_A0578,73,Phrygilus plebejus,Ash-breasted Sierra-Finch,null,1,null,null
3781,UTPL_A0872,48,Metallura phoebe,Black Metaltail,null,1,null,null
3782,UTPL_A0192,54,Colaptes rupicola,Andean Flicker,null,1,null,null
3783,UTPL_A0423,43,Megascops koepckeae,'Koepcke''s Screech-Owl',Otus koepckeae,1,null,null
3784,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,1,null,null
3785,UTPL_A0821,72,Turdus fuscater,Great Thrush,null,1,null,null
3786,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,1,S-SO,null
3787,UTPL_A0649,68,Pygochelidon cyanoleuca,Blue-and-white Swallow,Notiochelidon cyanoleuca,1,null,MA - C
3788,UTPL_A0683,62,Sayornis nigricans,Black Phoebe,null,1,null,null
3789,UTPL_A0739,61,Synallaxis zimmeri,Russet-bellied Spinetail,null,4,null,null
3790,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
3791,UTPL_A0133,73,Catamenia inornata,Plain-colored Seedeater,null,1,null,null
3792,UTPL_A0675,76,Saltator aurantiirostris,Golden-billed Saltator,null,1,null,null
3793,UTPL_A0287,55,Falco sparverius,American Kestrel,null,1,null,null
3794,UTPL_A0487,48,Myrtis fanny,Purple-collared Woodstar,null,1,null,null
3795,UTPL_A0217,42,Crotophaga sulcirostris,Groove-billed Ani,null,1,null,null
3796,UTPL_A0542,48,Patagona gigas,Giant Hummingbird,null,1,null,null
3797,UTPL_A0387,61,Leptasthenura pileata,Rusty-crowned Tit-spinetail,null,1,null,null
3798,UTPL_A0598,73,Pipraeidea bonariensis,Blue-and-yellow Tanager,Thraupis bonariensis,null,null,null
3799,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3800,UTPL_A0579,73,Phrygilus unicolor,Plumbeous Sierra-Finch,null,1,null,null
3801,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,1,S-SO,null
3802,UTPL_A0122,69,Campylorhynchus fasciatus,Fasciated Wren,Campylorhynchus fasciatus,1,BT,null
3803,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
3804,UTPL_A0948,79,Spinus magellanicus,Hooded Siskin,null,null,null,null
3805,UTPL_A0510,62,Ochthoeca piurae ,Piura Chat-Tyrant ,null,3,null,null
3806,UTPL_A0850,41,Zenaida auriculata,Eared Dove,null,1,null,null
3807,UTPL_A0728,47,Streptoprocne zonaris,White-collared Swift,null,1,null,null
3808,UTPL_A0087,43,Bubo virginianus,Great Horned Owl,null,1,null,null
3809,UTPL_A0692,81,Scytalopus unicolor,Unicolored Tapaculo,null,1,null,null
3810,UTPL_A0009,48,Aglaeactis cupripennis,Shining Sunbeam,null,1,null,null
3811,UTPL_A0947,75,Phrygilus punensis,Peruvian Sierra-Finch,null,1,null,null
3812,UTPL_A0193,48,Colibri coruscans,Sparkling Violetear,null,1,null,null
3813,UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,1,BT,null
3814,UTPL_A0394,41,Leptotila verreauxi,White-tipped Dove,null,1,null,null
3815,UTPL_A0132,73,Catamenia analis,Band-tailed Seedeater,null,1,null,null
3816,UTPL_A0850,41,Zenaida auriculata,Eared Dove,null,1,null,null
3817,UTPL_A0542,48,Patagona gigas,Giant Hummingbird,null,1,null,null
3818,UTPL_A0948,79,Spinus magellanicus,Hooded Siskin,null,null,null,null
3819,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
3820,UTPL_A0946,75,Phrygilus fruticeti,Mourning Sierra-Finch,null,1,null,null
3821,UTPL_A0855,75,Zonotrichia capensis,Rufous-collared Sparrow,null,1,null,null
3822,UTPL_A0926,62,Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,null,1,null,MA - D
3823,UTPL_A0861,62,Anairetes flavirostris,Yellow-billed Tit-Tyrant,null,1,null,null
3824,UTPL_A0132,73,Catamenia analis,Band-tailed Seedeater,null,1,null,null
3825,UTPL_A0743,46,Systellura longirostris,Band-winged Nightjar,Caprimulgus longirostris,1,null,null
3826,UTPL_A0872,48,Metallura phoebe,Black Metaltail,null,1,null,null
3827,UTPL_A0619,48,Polyonymus caroli,Bronze-tailed Comet,null,1,null,null
3828,UTPL_A0850,41,Zenaida auriculata,Eared Dove,null,1,null,null
